,Product_title,Brand,Processor,Processor_Brand,RAM(GB),OS,Storage,Screen_size(inch),Price,FLipkart_price,Amazon_price,Croma_price,Ratings
0,Apple MacBook Air M1 MGNA3HN/A Ultrabook (13.3 Inch | Apple M1 | 8 GB | macOS Big Sur | 512 GB SSD),Apple, Apple M1 ,Apple,8, macOS Big Sur , 512 GB SSD,13.3,109990,109990,NA/OOS,NA/OOS,4.7
1,Apple MacBook Air M1 MGN93HN/A Ultrabook (13.3 Inch | Apple M1 | 8 GB | macOS Big Sur | 256 GB SSD),Apple, Apple M1 ,Apple,8, macOS Big Sur , 256 GB SSD,13.3,99900,NA/OOS,NA/OOS,99900,4.7
2,Apple MacBook Air MQD32HN/A Ultrabook (13.3 Inch | Core i5 5th Gen | 8 GB | macOS Sierra | 128 GB SSD),Apple, Core i5 5th Gen ,Intel,8, macOS Sierra , 128 GB SSD,13.3,73490,NA/OOS,73490,NA/OOS,4.6
3,Acer Aspire 7 A715-75G-50TA (NH.Q97SI.001) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD),Acer, Core i5 10th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,49990,49990,NA/OOS,NA/OOS,4.4
4,ASUS TUF Gaming F15 FX506LHB-HN355WS Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 512 GB SSD),ASUS, Core i5 10th Gen ,Intel,8, Windows 11 , 512 GB SSD,15.6,59899,NA/OOS,NA/OOS,59899,4.4
5,HP Pavilion 15-ec2004AX (3E3R5PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),HP, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,15.6,54990,54990,63000,NA/OOS,4.5
6,Realme Book Slim Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD),Realme, Core i3 11th Gen ,Intel,8, Windows 10 , 256 GB SSD,14,32999,32999,NA/OOS,NA/OOS,4.4
7,Acer Predator Helios 300 PH315-51-51V7 (NH.Q3HSI.014) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD 128 GB SSD),Acer, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD 128 GB SSD,15.6,74590,NA/OOS,NA/OOS,NA/OOS,4.6
8,Acer Predator Helios 300 PH315-51 (NH.Q3HSI.005) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD 128 GB SSD),Acer, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD 128 GB SSD,15.6,85800,NA/OOS,NA/OOS,NA/OOS,4.6
9,ASUS X543MA-GQ1015T Laptop (15.6 Inch | Celeron Dual Core | 4 GB | Windows 10 | 1 TB HDD),ASUS, Celeron Dual Core ,AMD,4, Windows 10 , 1 TB HDD,15.6,22990,NA/OOS,22990,NA/OOS,3.7
10,Lenovo Chromebook C330 (81HY0000US) Laptop (11.6 Inch | MediaTek Quad Core | 4 GB | Google Chrome |),Lenovo, MediaTek Quad Core ,AMD,4, Google Chrome ,64 GB SSD,11.6,35339,NA/OOS,NA/OOS,NA/OOS,4.5
11,Acer Aspire 7 A715-75G (NH.Q87SI.001) Laptop (15.6 Inch | Core i5 9th Gen | 8 GB | Windows 10 | 512 GB SSD),Acer, Core i5 9th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,54990,NA/OOS,NA/OOS,NA/OOS,4.5
12,ASUS VivoBook S14 S430FA-EB006T Ultrabook (14 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),ASUS, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,14,52990,NA/OOS,NA/OOS,NA/OOS,4.4
13,Dell Inspiron 15 5559 (Z566303UIN9) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | Ubuntu | 1 TB HDD),Dell, Core i3 6th Gen ,Intel,4, Ubuntu , 1 TB HDD,15.6,29774,NA/OOS,NA/OOS,NA/OOS,4.2
14,Apple MacBook Air M1 MGND3HN/A Ultrabook (13.3 Inch | Apple M1 | 8 GB | macOS Big Sur | 256 GB SSD),Apple, Apple M1 ,Apple,8, macOS Big Sur , 256 GB SSD,13.3,99900,NA/OOS,NA/OOS,NA/OOS,4.7
15,HP 15-be017TU (1HQ18PA) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | DOS | 1 TB HDD),HP, Core i3 6th Gen ,Intel,4, DOS , 1 TB HDD,15.6,31529,31529,NA/OOS,NA/OOS,4.2
16,HP 15-BE014TU (1AC77PA) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | Windows 10 | 1 TB HDD),HP, Core i3 6th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,36163,36163,NA/OOS,NA/OOS,4.2
17,HP 15-BE012TU (1AC75PA) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | DOS | 1 TB HDD),HP, Core i3 6th Gen ,Intel,4, DOS , 1 TB HDD,15.6,31041,31041,NA/OOS,NA/OOS,4.2
18,HP Pavilion 15-BE015TU (1DF78PA) Laptop (15.6 Inch | Core i3 6th Gen | 8 GB | DOS | 1 TB HDD),HP, Core i3 6th Gen ,Intel,8, DOS , 1 TB HDD,15.6,31490,NA/OOS,NA/OOS,NA/OOS,4.2
19,Apple MacBook Pro M1 MYD92HN/A Ultrabook (13.3 Inch | Apple M1 | 8 GB | macOS Big Sur | 512 GB SSD),Apple, Apple M1 ,Apple,8, macOS Big Sur , 512 GB SSD,13.3,125990,NA/OOS,NA/OOS,NA/OOS,4.7
20,HP Pavilion Gaming 15-ec0101AX (167W1PA) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD),HP, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 1 TB HDD,15.6,63400,NA/OOS,63400,NA/OOS,4.2
21,Dell Inspiron 15 5567 (A563509UIN9) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | Ubuntu | 1 TB HDD),Dell, Core i3 6th Gen ,Intel,4, Ubuntu , 1 TB HDD,15.6,26990,NA/OOS,NA/OOS,NA/OOS,4.2
22,Dell Inspiron 14 3467 (A561201UIN9) Laptop (14 Inch | Core i3 6th Gen | 4 GB | Linux | 1 TB HDD),Dell, Core i3 6th Gen ,Intel,4, Linux , 1 TB HDD,14,28543,NA/OOS,NA/OOS,NA/OOS,4.2
23,Lenovo Ideapad 320-15IKB (80XL0006US) Laptop (15.6 Inch | Core i5 7th Gen | 8 GB | Windows 10 | 1 TB HDD),Lenovo, Core i5 7th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,45990,NA/OOS,NA/OOS,NA/OOS,4.2
24,Lenovo Ideapad 320E (80XL03FUIN) Laptop (15.6 Inch | Core i5 7th Gen | 8 GB | DOS | 1 TB HDD),Lenovo, Core i5 7th Gen ,Intel,8, DOS , 1 TB HDD,15.6,40990,40990,NA/OOS,NA/OOS,4.2
25,HP 14q-cy0006au (7QG88PA) Laptop (14 Inch | AMD Dual Core A9 | 4 GB | Windows 10 | 256 GB SSD),HP, AMD Dual Core A9 ,AMD,4, Windows 10 , 256 GB SSD,14,23990,NA/OOS,NA/OOS,NA/OOS,4.1
26,HP 15q-dy0007au (6AL29PA) Laptop (15.6 Inch | AMD Dual Core A9 | 4 GB | Windows 10 | 1 TB HDD),HP, AMD Dual Core A9 ,AMD,4, Windows 10 , 1 TB HDD,15.6,25990,NA/OOS,NA/OOS,NA/OOS,4.1
27,Infinix INBook X1 Slim XL21 Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 256 GB SSD),Infinix, Core i3 10th Gen ,Intel,8, Windows 11 , 256 GB SSD,14,29990,29990,NA/OOS,NA/OOS,4.3
28,HP 14q-cs0005tu (4WQ17PA) Laptop (14 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),HP, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,14,31190,NA/OOS,NA/OOS,NA/OOS,4.1
29,HP 14q-cs0009TU (5DZ92PA) Laptop (14 Inch | Core i3 7th Gen | 4 GB | DOS | 1 TB HDD),HP, Core i3 7th Gen ,Intel,4, DOS , 1 TB HDD,14,27290,NA/OOS,NA/OOS,NA/OOS,4.1
30,HP 15s-eq2143au (50M62PA) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),HP, AMD Quad Core Ryzen 3 ,AMD,8, Windows 11 , 512 GB SSD,15.6,36490,36490,41837,38306,4.2
31,Infinix INBook X1 XL11 Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 256 GB SSD),Infinix, Core i3 10th Gen ,Intel,8, Windows 11 , 256 GB SSD,14,35999,35999,NA/OOS,NA/OOS,4.3
32,HP 15s-ey1508AU (6Q0N0PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD),HP, AMD Dual Core Ryzen 3 ,AMD,8, Windows 11 , 256 GB SSD,15.6,35990,35990,NA/OOS,NA/OOS,4.3
34,HP 15s-GR0011AU (35K34PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 10 | 1 TB HDD),HP, AMD Dual Core Ryzen 3 ,AMD,8, Windows 10 , 1 TB HDD,15.6,43500,NA/OOS,NA/OOS,NA/OOS,4.1
35,Acer One 14 Z2-485 (UN.EFMSI.063) Laptop (14 Inch | Pentium Dual Core | 4 GB | Windows 10 | 1 TB HDD),Acer, Pentium Dual Core ,AMD,4, Windows 10 , 1 TB HDD,14,24999,NA/OOS,NA/OOS,NA/OOS,4
36,HP 15q-bu007tu (2SL05PA) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | DOS | 1 TB HDD),HP, Core i3 6th Gen ,Intel,4, DOS , 1 TB HDD,15.6,30000,30000,NA/OOS,NA/OOS,4.2
37,HP 15q-bu006tu (2LS59PA) Laptop (15.6 Inch | Core i3 6th Gen | 8 GB | DOS | 1 TB HDD),HP, Core i3 6th Gen ,Intel,8, DOS , 1 TB HDD,15.6,33996,NA/OOS,NA/OOS,NA/OOS,4.2
38,ASUS VivoBook 15 X412DA-EK504T Ultrabook (14 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),ASUS, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,14,27990,39990,NA/OOS,NA/OOS,4.4
39,HP 15s-gr0012AU (35K35PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),HP, AMD Dual Core Ryzen 3 ,AMD,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,38999,NA/OOS,NA/OOS,NA/OOS,4.3
40,HP 15-BG004AU (1DF03PA) Laptop (15.6 Inch | AMD Quad Core A8 | 4 GB | Windows 10 | 1 TB HDD),HP, AMD Quad Core A8 ,AMD,4, Windows 10 , 1 TB HDD,15.6,27825,NA/OOS,NA/OOS,NA/OOS,4
41,HP 14s-cf3074TU (1V4R6PA) Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 256 GB SSD),HP, Core i3 10th Gen ,Intel,8, Windows 10 , 256 GB SSD,14,48300,NA/OOS,48300,NA/OOS,4.3
42,HP 15-bg002AU (Z1D89PA) Laptop (15.6 Inch | AMD Quad Core A8 | 4 GB | Windows 10 | 1 TB HDD),HP, AMD Quad Core A8 ,AMD,4, Windows 10 , 1 TB HDD,15.6,27225,NA/OOS,NA/OOS,NA/OOS,4
43,HP 15s-du1064TU (25U57PA) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),HP, Core i3 10th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,45100,NA/OOS,NA/OOS,NA/OOS,4.2
44,Acer Aspire 7 A715-41G-R6S8 (NH.Q8DSI.001) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),Acer, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,15.6,72990,NA/OOS,NA/OOS,NA/OOS,4.4
45,HP 15q-ds0017TU (4ZD80PA) Laptop (15.6 Inch | Core i3 7th Gen | 8 GB | DOS | 1 TB HDD),HP, Core i3 7th Gen ,Intel,8, DOS , 1 TB HDD,15.6,33790,NA/OOS,NA/OOS,NA/OOS,4.3
46,ASUS ROG Strix G531GT-BQ024T Laptop (15.6 Inch | Core i5 9th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),ASUS, Core i5 9th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,64990,NA/OOS,NA/OOS,NA/OOS,4.5
47,HP 15s-dy3001TU (360L7PA) Laptop (15.6 Inch | Pentium Dual Core | 8 GB | Windows 10 | 1 TB HDD),HP, Pentium Dual Core ,AMD,8, Windows 10 , 1 TB HDD,15.6,42800,NA/OOS,42800,NA/OOS,4
48,HP 15s-gy0501AU (4R8B8PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 10 | 256 GB SSD),HP, AMD Dual Core Ryzen 3 ,AMD,8, Windows 10 , 256 GB SSD,15.6,35750,35750,NA/OOS,NA/OOS,4.3
49,HP 15q-ds0018tu (4ZD79PA) Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | DOS | 1 TB HDD),HP, Core i3 7th Gen ,Intel,4, DOS , 1 TB HDD,15.6,28990,NA/OOS,NA/OOS,NA/OOS,4.3
50,HP Chromebook 11a-na0010nr (1F6F4UA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome | 32 GB SSD),HP, MediaTek Octa Core ,AMD,4, Google Chrome , 32 GB SSD,11.6,24192,NA/OOS,NA/OOS,NA/OOS,4.5
51,ASUS VivoBook 14 X412FA-EK361T Ultrabook (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 256 GB SSD),ASUS, Core i3 10th Gen ,Intel,4, Windows 10 , 256 GB SSD,14,35990,NA/OOS,NA/OOS,NA/OOS,4.4
52,AVITA Pura NS14A6INV561 Laptop (14 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),AVITA, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,14,51490,51490,NA/OOS,NA/OOS,4.2
53,Lenovo Ideapad 130 (81H7001WIN) Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),Lenovo, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,36370,36370,NA/OOS,NA/OOS,4
54,Lenovo Ideapad 330-15IKB (81DE01MJIN) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | DOS | 1 TB HDD),Lenovo, Core i5 8th Gen ,Intel,8, DOS , 1 TB HDD,15.6,43990,NA/OOS,NA/OOS,NA/OOS,4.2
55,Lenovo 130-15IKB (81H7002CIN) Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | DOS | 1 TB HDD),Lenovo, Core i3 7th Gen ,Intel,4, DOS , 1 TB HDD,15.6,24990,NA/OOS,NA/OOS,NA/OOS,4
56,Acer Aspire 7 A715-41G-R8UB (NH.Q8MSI.001) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),Acer, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,15.6,61990,NA/OOS,NA/OOS,NA/OOS,4.4
57,HP Pavilion 14-dv1001TU (50N47PA) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),HP, Core i5 11th Gen ,Intel,16, Windows 11 , 512 GB SSD,14,69490,69490,NA/OOS,NA/OOS,4.4
58,ASUS TUF Gaming F15 FX506LH-HN258T Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD),ASUS, Core i5 10th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,58990,58990,NA/OOS,NA/OOS,4.5
59,Lenovo Ideapad 130-15IKB (81H700BEIN) Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),Lenovo, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,29990,NA/OOS,NA/OOS,NA/OOS,3.9
60,Lenovo Ideapad 320-15ISK (80XH01JFIN) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | DOS | 1 TB HDD),Lenovo, Core i3 6th Gen ,Intel,4, DOS , 1 TB HDD,15.6,26990,26990,NA/OOS,NA/OOS,4.1
61,Lenovo Ideapad 3 15IML05 (81WB012DIN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD),Lenovo, Core i3 11th Gen ,Intel,8, Windows 10 , 256 GB SSD,15.6,35650,NA/OOS,35650,NA/OOS,4.3
62,HP Chromebook 11a-na0006MU (2E4N1PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome | 64 GB SSD),HP, MediaTek Octa Core ,AMD,4, Google Chrome , 64 GB SSD,11.6,22490,NA/OOS,NA/OOS,NA/OOS,3.8
63,Acer Aspire 5 A515-54G (NX.HFQSI.001) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 512 GB SSD),Acer, Core i5 8th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,52790,52790,NA/OOS,NA/OOS,4.4
64,Lenovo Ideapad S145 (81UT001CIN) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 1 TB HDD),Lenovo, AMD Dual Core Ryzen 3 ,AMD,4, Windows 10 , 1 TB HDD,15.6,30590,NA/OOS,NA/OOS,NA/OOS,3.8
65,Realme Book Slim Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),Realme, Core i5 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,56999,56999,NA/OOS,NA/OOS,4.4
66,HP 14s-DY2501TU (3T170PA) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD),HP, Core i3 11th Gen ,Intel,8, Windows 10 , 256 GB SSD,14,44600,44600,NA/OOS,NA/OOS,4.4
67,HP 15s-eq0500AU (440L6PA) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),HP, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,15.6,52000,NA/OOS,52000,NA/OOS,4.4
68,Lenovo Ideapad 320 (80XH01HBIN) Laptop (15.6 Inch | Core i3 6th Gen | 8 GB | Windows 10 | 1 TB HDD),Lenovo, Core i3 6th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,37990,NA/OOS,NA/OOS,NA/OOS,4.1
69,ASUS X540YA-XO547T Laptop (15.6 Inch | AMD Dual Core E1 | 4 GB | Windows 10 | 500 GB HDD),ASUS, AMD Dual Core E1 ,AMD,4, Windows 10 , 500 GB HDD,15.6,17990,NA/OOS,NA/OOS,NA/OOS,3.7
70,ASUS VivoBook 14 Laptop (Core i3 7th Gen/4 GB/256 GB SSD/Windows 10) Laptop X412UA-EK342T Ultrabook (14 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 256 GB SSD),ASUS, Core i3 7th Gen ,Intel,4, Windows 10 , 256 GB SSD,14,33990,NA/OOS,NA/OOS,NA/OOS,4.3
71,ASUS VivoBook 15 X543UA-DM342T Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),ASUS, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,30490,NA/OOS,NA/OOS,NA/OOS,4
72,HP Chromebook 11a-na0004MU (2E4M8PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |),HP, MediaTek Octa Core ,AMD,4, Google Chrome ,64 GB SSD,11.6,22490,NA/OOS,NA/OOS,NA/OOS,3.8
73,Lenovo Ideapad S145 (81VD0073IN) Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),Lenovo, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,30980,NA/OOS,NA/OOS,NA/OOS,3.9
74,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome | 64 GB SSD),HP, MediaTek Octa Core ,AMD,4, Google Chrome , 64 GB SSD,11.6,18691,NA/OOS,20115,NA/OOS,3.8
75,Acer Aspire 7 A715-42G (NH.QAYSI.004) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),Acer, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 11 , 512 GB SSD,15.6,56550,NA/OOS,NA/OOS,NA/OOS,4.5
76,Acer Aspire 3 A315-32 (UN.GVWSI.001) Laptop (15.6 Inch | Pentium Quad Core | 4 GB | Windows 10 | 1 TB HDD),Acer, Pentium Quad Core ,AMD,4, Windows 10 , 1 TB HDD,15.6,20990,NA/OOS,NA/OOS,NA/OOS,4.1
77,Acer Aspire Switch One SW110-1CT (UT.709SI.001) Laptop (10.1 Inch | Atom Quad Core x5 | 2 GB | Windows 10 | 32 GB SSD),Acer, Atom Quad Core x5 ,AMD,2, Windows 10 , 32 GB SSD,10.1,13869,NA/OOS,NA/OOS,NA/OOS,3.9
78,ASUS VivoBook 15 X515JA-BQ322WS Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 512 GB SSD),ASUS, Core i3 10th Gen ,Intel,8, Windows 11 , 512 GB SSD,15.6,35990,35990,NA/OOS,NA/OOS,4.3
79,Lenovo Ideapad 320-15ISK (80XH022HIN) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | DOS | 1 TB HDD),Lenovo, Core i3 6th Gen ,Intel,4, DOS , 1 TB HDD,15.6,25490,25490,NA/OOS,NA/OOS,4.2
80,Lenovo Ideapad Slim 3i (81WB0193IN) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 256 GB SSD),Lenovo, Core i3 10th Gen ,Intel,8, Windows 11 , 256 GB SSD,15.6,35490,35490,NA/OOS,NA/OOS,4.3
81,Mi Xiao Notebook 14 (IC) Laptop (14 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD),Mi, Core i5 10th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,46990,47999,NA/OOS,NA/OOS,4.2
82,ASUS VivoBook 15 X515JA-EJ362WS Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 512 GB SSD),ASUS, Core i3 10th Gen ,Intel,8, Windows 11 , 512 GB SSD,15.6,38000,NA/OOS,38000,NA/OOS,4.3
83,Lenovo Ideapad S145 (81N30063IN) Laptop (15.6 Inch | AMD Dual Core A6 | 4 GB | Windows 10 | 1 TB HDD),Lenovo, AMD Dual Core A6 ,AMD,4, Windows 10 , 1 TB HDD,15.6,24990,NA/OOS,NA/OOS,NA/OOS,3.8
84,HP 14q-cs0023tu (8QG87PA) Laptop (14 Inch | Core i3 7th Gen | 8 GB | Windows 10 | 256 GB SSD),HP, Core i3 7th Gen ,Intel,8, Windows 10 , 256 GB SSD,14,33285,NA/OOS,NA/OOS,NA/OOS,4.2
85,Acer Aspire 7 A715-41G (NH.Q8DSI.002) Laptop (15.6 Inch | AMD Quad Core Ryzen 7 | 8 GB | Windows 10 | 512 GB SSD),Acer, AMD Quad Core Ryzen 7 ,AMD,8, Windows 10 , 512 GB SSD,15.6,57990,NA/OOS,NA/OOS,NA/OOS,4.4
86,ASUS TUF Gaming F15 FX506LI-HN271TS Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD),ASUS, Core i5 10th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,65990,NA/OOS,70000,NA/OOS,4.4
87,Acer Aspire 3 A315-53 (NX.H38SI.010) Laptop (15.6 Inch | Pentium Dual Core | 4 GB | Windows 10 | 500 GB HDD),Acer, Pentium Dual Core ,AMD,4, Windows 10 , 500 GB HDD,15.6,24522,NA/OOS,NA/OOS,NA/OOS,4.1
88,Acer Aspire 3 A315-34-P859 (NX.HE3SI.002) Laptop (15.6 Inch | Pentium Gold | 4 GB | Windows 10 | 1 TB HDD),Acer, Pentium Gold ,AMD,4, Windows 10 , 1 TB HDD,15.6,25012,NA/OOS,NA/OOS,NA/OOS,4.1
89,Lenovo Ideapad S145 (81VD00EFIN) Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),Lenovo, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,29990,NA/OOS,NA/OOS,NA/OOS,4
90,MSI GF63 Thin 9SCXR-418IN Laptop (15.6 Inch | Core i5 9th Gen | 8 GB | Windows 10 | 512 GB SSD),MSI, Core i5 9th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,57999,57999,NA/OOS,NA/OOS,4.5
91,Dell Inspiron 15 3567 (A5665010WIN9) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | Windows 10 | 1 TB HDD),Dell, Core i3 6th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,29990,NA/OOS,NA/OOS,NA/OOS,4
92,HP Pavilion 14-dv0054TU (2N1L0PA) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD),HP, Core i5 11th Gen ,Intel,16, Windows 10 , 512 GB SSD,14,69750,NA/OOS,68900,NA/OOS,4.4
93,Acer Aspire 7 A715-42G (NH.QAYSI.001) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),Acer, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,15.6,54990,54990,57800,NA/OOS,4.5
94,ASUS Vivobook X413JA-EK261T Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 512 GB SSD),ASUS, Core i3 10th Gen ,Intel,4, Windows 10 , 512 GB SSD,14,38990,NA/OOS,NA/OOS,NA/OOS,4.4
95,Lenovo Ideapad S145 (81W800RRIN) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 1 TB HDD),Lenovo, Core i3 10th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,34459,NA/OOS,NA/OOS,NA/OOS,4
96,Acer Predator Helios 300 PH315-52 (NH.Q53SI.012) Laptop (15.6 Inch | Core i7 9th Gen | 16 GB | Windows 10 | 1 TB HDD 256 GB SSD),Acer, Core i7 9th Gen ,Intel,16, Windows 10 , 1 TB HDD 256 GB SSD,15.6,119990,NA/OOS,NA/OOS,NA/OOS,4.6
97,MSI Modern 14 B5M-242IN Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),MSI, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 11 , 512 GB SSD,14,39990,39990,NA/OOS,NA/OOS,4.4
98,ASUS X540UA-GQ683T Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),ASUS, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,28990,NA/OOS,NA/OOS,NA/OOS,4
99,ASUS X540UA-GQ682T Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),ASUS, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,26990,NA/OOS,NA/OOS,NA/OOS,4
